publisher,owners
Deadghost Interactive,50000
SaintXi,50000
Gamecosm,50000
ManaVoid Entertainment Inc.,50000
Physiology with Dr Christian,50000
CBE Software s.r.o.,50000
Pierre Brengues,50000
aqwatron,50000
TEN10 Games,50000
洋葱头科技,50000
Pig's Indie Games,50000
TGA Company LLC,50000
"Strata Mixed Reality, Inc.",50000
深圳中青宝互动网络股份有限公司,50000
VRNI Ltd,50000
"Within Unlimited, Inc.",50000
D-Games,50000
CD Jones,50000
PigelPix,50000
Gamestorm Ltd,50000
2 Zombie Games,50000
Garmory,50000
Gamestarters Publisher,50000
Gaweb Studio,50000
KING Art,50000
Never Don't Play,50000
Mark Healey,50000
Patrice Meneguzzi,50000
Dojo Games,50000
Street Lamp Games,50000
Boobs Dev,50000
深圳市爱玩游戏科技有限公司,50000
PatchNoteStudio,50000
iNDEE SOLO,50000
Metaverse,50000
Archiact Interactive Ltd.,50000
Wizard Fu,50000
Bondo Games,50000
Handsome Games,50000
Gamestarter's,50000
2axion,50000
Hariharan S,50000
TTCX Inc.,50000
Storm Sharks Production,50000
WisJoy,50000
方块游戏,50000
Kombinat,50000
DarkStar Games,50000
Day Dreamer Games,50000
Gamerizon,50000
掌烛文化,50000
拉貢拉斯找金粒,50000
Harry Gill,50000
托更的修罗,50000
NFA,50000
Mandragora,50000
2DHD,50000
Righteous Hammer Games,50000
Gamesoft,50000
Hapa Games,50000
D'Avekki Studios Ltd,50000
RichMakeGame,50000
Richard Seabrook,50000
Marcelo Eduardo Cabral,50000
Stout Games,50000
"Games by Robert, LLC",50000
Games Starter,50000
VRNOVO,50000
Parallel Circles,50000
iRacing,50000
TRI.G,50000
KABloom Interactive,50000
iRacing.com Motorsport Simulations,50000
K Monkey,50000
One Bit Studio,50000
Zac,50000
ElagoTech,50000
Tiny Lions Inc.,50000
FIREBEAST,50000
Elcaelum,50000
Alix,50000
VipaGames,50000
"International Games System, Co., LTD.",50000
rondomedia GmbH ,50000
Alchemist Studio,50000
SSCTEAM,50000
Shadow Blade Productions,50000
Endless Void Studios,50000
Bigfingers,50000
NerdyYetis,50000
Project Polish Productions,50000
Coffee Addict Studio,50000
"AmazeVR, Inc",50000
Bigger Boat,50000
Level 99 Games,50000
Vogelsap,50000
Interplay Corp,50000
Torrunt,50000
Three Donkeys LLC,50000
SolarLance,50000
Sergey Marchenko,50000
Ismael Pozzo,50000
"Elder Game, LLC",50000
Electronic Experience,50000
Sergio & Simon,50000
EnderLost Studios,50000
Anuman Interactive,50000
Rapscallion,50000
Tiny Colossus,50000
O'Stinky lab.,50000
Craneballs,50000
Threevol,50000
FFF Bayern,50000
Electric Hat Games LLC.,50000
Motion Games Studio,50000
FHNBHJ,50000
VoiceAttack.com,50000
Intergalactic Education LLC,50000
SkyBox Labs,50000
Nominia Ltd,50000
Triconn Games,50000
MythoLogic Interactive,50000
Crania Games,50000
Aleksandr Soldatov,50000
Princesseuh,50000
Varkian Empire,50000
Eight Pixels Square,50000
Amaranth Games,50000
Billy Goat Entertainment Ltd,50000
Nocturnal works,50000
Binary Cocoa,50000
EggNut,50000
ImproVive,50000
PolyKid,50000
Andrettin,50000
Miria Studios,50000
Ben 'Yahtzee' Croshaw,50000
Skull,50000
Jochen Mistiaen,50000
Different Game Studio,50000
Thomas Christof,50000
Erotes Studio,50000
Nerf Game Co. Ltd.,50000
Numinous Games,50000
Lewis Bergin,50000
PolyDigital,50000
Fairytale Distillery,50000
Thomas Biskup,50000
Enigma Games LTD,50000
PolyPusher Studios,50000
Polyarc,50000
TinyAtomGames,50000
Andrei Romanov,50000
Bilge Kaan,50000
FX Games,50000
Albino Moose Games,50000
Pyromancers.com,50000
UnderMax Games,50000
Lionmoon UG,50000
Artur Games,50000
Fabian Jarrett,50000
SmokinSkull,50000
SignSine,50000
Jake Huhman,50000
sebagamesdev,50000
KarjaSoft,50000
Ductape studio,50000
Duelboot,50000
BUG-Studio,50000
Kether Studio,50000
juezhu,50000
Different donut,50000
"Impulse Game Studios, LLC",50000
Visual Entertainment And Technologies,50000
Ruskatuli,50000
rocketship,50000
Big Hat Games,50000
Prologue Games,50000
themorfeus,50000
Artnumeris,50000
MorfeoDev,50000
VolkDab,50000
VoleR Creative,50000
Evil Indie Games,50000
PyrofrogStudos,50000
Elushis Music & Gaming,50000
Amidos,50000
Tombas Tomáš Basovnik,50000
Silk Games,50000
Elliptic Games,50000
Volcanoid ,50000
CrabWay,50000
Nikita Online,50000
Vulkano Forge,50000
Polyslash,50000
Nine Dots Studio,50000
LT,50000
Vyacheslav Ozolnieks,50000
EmberWulf,50000
JMC Games,50000
Ryan up in here,50000
Normal Wholesome Games,50000
PomPom Games,50000
Event Horizon,50000
JDM4iK Games,50000
Not Doppler,50000
Snoddasmannen,50000
Cover Corp.,50000
OKAM Studio,50000
S&COR Games,50000
EmmyGames,50000
Monad Rock,50000
CoughE,50000
Nordic Trolls,50000
Jonas De Carvalho Felinto,50000
Counter_Agents_Team,50000
Crownbird,50000
Toni Domínguez,50000
Anarchy Interactive,50000
Kainos,50000
Innolabs,50000
Logic Artists,50000
"Visualistic Studios, LLC. ",50000
LOVIGAME,50000
Obscure Cloud,50000
Raster_Entertainment,50000
Zydrone,50000
Serious Brothers,50000
Land Patricio,50000
a REGULAR GAMER,50000
Russian Pirates,50000
Indievision,50000
ColePowered Games,50000
JUBSTUDIO,50000
SkyReacher Entertainment,50000
ObjectOnIT,50000
DSGame,50000
Anatoly Konstantinov,50000
Oblivionburn Productions,50000
Elev8 Games,50000
Mixed Realms Pte Ltd,50000
EyeSpyda Games,50000
Obscurasoft,50000
SONNORI Corp,50000
Nooner Bear Studio,50000
Cole Neumann,50000
Anchora Games,50000
Lion's Shade,50000
Baggy Cat,50000
Anatola Howard,50000
TicToc Games,50000
Volcanic Giraffe,50000
Alexander Mirdzveli,50000
Vanguard Games,50000
Oats Studios,50000
Eugeny Butakov,50000
Zeritum,50000
Jonathan Wood,50000
LongYou Tech Ltd,50000
VisualPath,50000
Colonthree Enterprises,50000
LKA,50000
IzHard,50000
Vector Games,50000
reMaginarium,50000
SoftPlanet,50000
Lines Media Corp.,50000
Tibith,50000
Dylan Loney,50000
Zepetto Co.,50000
Alex Raita,50000
Crystal Depths Studio,50000
Drizzly Bear,50000
Falcon Development,50000
maddma,50000
EastFog Studios,50000
FergaTroid Studios,50000
The Wall Productions Inc.,50000
machineboy,50000
Neuronality,50000
Trophy Games ApS,50000
Zanrai Interactive,50000
Zombie Dragons With Laser Cannons,50000
No Matter Studios,50000
"Corn Fed Games, LLC.",50000
Aerilon Studios,50000
Bit2Good Ug,50000
The Sun Will Rise Team,50000
Si7 Studio,50000
IriySoft,50000
Senshi.Labs,50000
Angry Rabbit Studios,50000
Smart Online Games,50000
Cornbread Juice Games,50000
Epixx.org,50000
Enormous Elk,50000
Pluto VR,50000
"Zanza Studios, LLC.",50000
Epiphany Games,50000
Angry Cat Ltd.,50000
Berdochan,50000
Josh Koenig (Slashandz),50000
Jason Godbey,50000
Jason Oda,50000
Lost Fables,50000
Singularity Lab,50000
Minimal Lab,50000
Keybol,50000
Nickana Studio,50000
Toco Games,50000
Little Maxima LLC,50000
Easy Joy Ltd.,50000
Iridium Studios,50000
Okugi Sudio,50000
"Bit Kid, Inc.",50000
Positech,50000
"Project ""The Game""",50000
Jaunt Inc.,50000
Soul Forge,50000
Trickster Arts,50000
The Work Club,50000
The Stork Burnt Down,50000
Fifth Column Games,50000
Animus Interactive Inc,50000
Triangular Pixels,50000
Bedtime Phobias,50000
Because I Can,50000
Nimble Tools,50000
Ian Truelove,50000
On5,50000
Ironcode Gaming,50000
irritatingFLY studio,50000
EQ Studios,50000
Proficient City,50000
Deserving Life,50000
Novation Games,50000
Fire hose Games,50000
Jerk Circle Media,50000
Diego Rodrigues,50000
Black Cell OG,50000
Adhere Technology,50000
Ian Fitz,50000
QUByte Interactive,50000
"Atari, Inc.",50000
The Pulse,50000
Fireblade Software,50000
Mindstorm Studios,50000
PotionC,50000
DNT Games,50000
"SUNFISH Co., Ltd.",50000
"BTD STUDIO Co.,ltd.",50000
Rainssong,50000
Aegon Games,50000
Lemondo Entertainment,50000
Filament Games,50000
Zadbox Entertainment,50000
NuclearFirecracker,50000
N94Games,50000
Lucky Pause,50000
Filippo Ceffa,50000
UTV Ignition Entertainment,50000
Royal Troupe,50000
Royal Rudius Entertainment,50000
"Lifeliqe, Inc.",50000
"Designing Digitally, Inc.",50000
Toast,50000
PostMod Softworks,50000
CubeInSquare,50000
Neon Serpent LLC,50000
ZtarLab,50000
Creoteam,50000
NinjaBee.com,50000
Ape Law,50000
SoraPrayer,50000
Erik Asmussen,50000
Sketchfab,50000
Trite Games,50000
"CloudGate Studio, Inc.",50000
"Thiemo Bolder, ONEMANGAMES",50000
Rude Ghost,50000
BTNcafe,50000
Crazy Goat Games,50000
Nicolas Pierre-Loti-Viaud,50000
kunst-stoff GmbH,50000
Edo Create,50000
Erik Svedäng,50000
SomaSim,50000
Mint & Dough,50000
Sombr Studio,50000
Akaba Studio,50000
Crazy Rocks,50000
Thesis Games,50000
AlonZubina,50000
Wahler Digital,50000
VirusSea,50000
Isaac Stearns,50000
Clouds and Blue,50000
pg5-Studio,50000
Totem Entertainment,50000
Impact Gameworks,50000
Solid Patterns,50000
Lisa Voronova,50000
Craze Creative Studios,50000
Driven Arts,50000
Netgame Inc,50000
Eroducate,50000
FallenMaster,50000
Asylum Entertainment Inc.,50000
Katapult,50000
Fan Shi,50000
WaVR,50000
Edym Pixels,50000
Lost Marble,50000
SANPACE,50000
SIM720 LIMITED,50000
STREAMWORKS,50000
Immunity Studios,50000
a2z Interactive,50000
Immortal Game Studio,50000
STUDIO HG,50000
Crazyant,50000
npckc,50000
Andrés Calva,50000
Art-Pulsar,50000
Touz,50000
IllusoryWorldEntertainment,50000
"Miniwan Technology Co.,Limited",50000
Walk Thru Walls Studios,50000
Ogre Head Studio,50000
BiscuitPlay,50000
No Pest Productions,50000
"Janus VR, Inc.",50000
Enlight Software Limited ,50000
Eddy Games,50000
React Games,50000
Sandstorm,50000
Is Future Bright,50000
Seragam,50000
Wallflower Games,50000
"MyDream Interactive, Inc",50000
Federico Schliemann,50000
Titouan Millet,50000
Sandstorm Studios Inc.,50000
nima,50000
Erichermit,50000
Jan Zelený,50000
Cosmic Logic,50000
Andy Howard Games,50000
Wakagana,50000
slizer88,50000
Monomyth Games,50000
Low Magic Studios,50000
Silver Moon Internet,40000
StoryTale Studios,40000
Nilo Studios,40000
Red13Indie,40000
Rifat Erdoğan,40000
Storming Tech,40000
Nova-box,40000
Maris Ozols,40000
Nothing Rhymes With Entertainment,40000
Sleepy Studios,40000
Happy Snake Games,40000
Hanged Bunny Studio,40000
Mola game,40000
Mexond,40000
MarineVerse,40000
Mario Scarfone,40000
MarWin Studios,40000
Pig Ignorant Entertainment,40000
Isaac Cohen,40000
JAST USA	,40000
HandMade Game,40000
Parrott Studios,40000
RGCD.DEV,40000
Karosu-Maker,40000
"Metaware Limited, LLC",40000
Salt & Pixel,40000
Molegato,40000
Hannes Delbeke,40000
PigeonDev,40000
Li Changchun,40000
Right Games,40000
Johnny Ostad,40000
Happy Bat,40000
Picorinne Soft,40000
Ricardo Pratas,40000
StormBorn Studio,40000
Reb_Orn,40000
JDMSoftware,40000
Linkflag,40000
No Moss Studios,40000
Jardel Elias,40000
Lached Up Games,40000
Stupid Stupid Games,40000
Lightning Zebra,40000
KZ42,40000
NetDinamica,40000
Studio229,40000
Megaton,40000
Matthew.P,40000
Gronzragüer Games,40000
Groove Jones LLC,40000
NIGHTBOX,40000
NORSKA,40000
KOEX studio,40000
Ground Control Studios,40000
LiangDeZhao,40000
Prismic Studios LLC,40000
Restful Panic ltd,40000
Matt Glanville,40000
NoTime Studios,40000
Grove Street Games,40000
"Nest Egg Games, LLC",40000
Jam,40000
New State,40000
Jakub Klementewicz,40000
Growing Grass Studio,40000
Jakub Domanski,40000
Growl Interactive,40000
SOFTSTAR ENTERTAINMENT INC.,40000
Jim Dex,40000
Stylus Software,40000
SimppleGames,40000
Gray Wolf Interactive LLC,40000
GrayTower,40000
Ragdoll Inc,40000
Lienzo,40000
"Lasso Games, LLC",40000
SugGames,40000
Ragnar,40000
Green Dinosaur Games,40000
Progorion,40000
KX Games,40000
Shambles Software,40000
SimpleLogic,40000
Labyrinthine,40000
Mechabit Ltd,40000
Grey Reality Studios,40000
Monstrum,40000
Green Stripe Snake,40000
Since Idea Games,40000
Screaming Villains,40000
Light Maze,40000
Light Road Games,40000
Jether,40000
Rainware,40000
Kory Toombs,40000
Mayhem Games USA,40000
Project Flight School Inc,40000
Shashitha Kularatna,40000
Raiser Games,40000
"Math Nerd Productions, LLC",40000
Jake Peng,40000
Redox Entertainment Inc,40000
RevolutionGT,40000
Munigis,40000
Newfa Games,40000
HIPIX,40000
ReverseGames,40000
RedLightBoxGames,40000
Revmatek,40000
HJO Creations,40000
Mongoose Net Ltd.,40000
"HOBIBOX Co., Ltd.",40000
Mwester Studios,40000
Phung Games,40000
Struct9,40000
Samer Khatib (Snowconesolid Productions),40000
Nordcurrent,40000
Retrotainment Games,40000
Hajime Doujin Circle,40000
Hakoniwa Studio,40000
Nincent,40000
Prey Interactive,40000
LabOne48,40000
Mark Schramm,40000
Mark Radocy,40000
Multiverse,40000
ShadowInk Designs,40000
RS Games,40000
Pretty Okay Games,40000
KILLZONE,40000
Ninba Games,40000
Project Whitecard Studios Inc.,40000
Noodlecake Studios Inc.,40000
SOLIDMESH,40000
SIEIDI Ltd,40000
Jaime Scribbles Games,40000
Redblack Spade,40000
Meow Studios,40000
Sky Coder,40000
Grégory Joerger,40000
GuGames Development,40000
Sameer Hirezi,40000
Jagged Games,40000
Peaksel D.O.O. Nis,40000
Lilith Games,40000
Prince Game Studio,40000
Masterstrike,40000
Sky Nite,40000
RetroEpic Software,40000
"H.P.Y.S,LLC",40000
Monkey Face Software LLC,40000
RetroRevolution,40000
Master Indie,40000
Project_lelz,40000
Sky Trail Ltd,40000
PrimeBit Games S.A.,40000
Sean O'Connor,40000
Philip Royer,40000
Gwyn Games,40000
Göksan Güner,40000
Mass Creation,40000
H-GAME,40000
Nonadecimal Creative,40000
MiKandi Japan,40000
Llamasoft Ltd.,40000
SDC Ventures,40000
ImperiumGame ,40000
Shiv,40000
Ravio Karo,40000
Solirax,40000
Mirage Interactive,40000
QuadraTron Games,40000
Mirain Mainklain,40000
Nathan Meunier,40000
MLB.com,40000
Stonepunk Studios,40000
Red Iron Labs,40000
Impostor Cat Games,40000
Pjural,40000
Shanghai YiJun Network Info Technologies Inc.,40000
"Rocket-Engine Co.,Ltd.",40000
Rocket Tiger Studios,40000
Oriolus Software GmbH,40000
Immersive VR Education Ltd,40000
"Hut 90, Inc.",40000
"Solus Games, Inc. ",40000
MightyCodeDragon,40000
Serellan LLC,40000
Poking Water Games,40000
Red Fly Studio,40000
KirUn,40000
Red Fox Game Studios,40000
Kevin Yang Games,40000
LeshaWhite Studio,40000
Miikka Åsnabrygg,40000
MC Games,40000
Siberian Mouse,40000
MDickie,40000
MIGALOO GAMES,40000
Immanitas Entertainment,40000
Jungle Coworking,40000
Immergity,40000
MOERS INC,40000
Spotted Zebra Software LLC,40000
Rocket Monster Games,40000
Scoria Studios,40000
Jupiter Lighthouse Games,40000
Hoshko,40000
Running Pillow,40000
Pixelatto,40000
Lord of the Stack,40000
Indie Dynamics,40000
"Ottercopter Studios, LLC",40000
Ouch Giver Games,40000
Horse Games,40000
Protoria Studios,40000
Horrendous Games,40000
Obsessive Science Games,40000
MZ Games,40000
Stained Glass Llama,40000
Scornz,40000
RCMADIAX,40000
Inclusion Studios,40000
Pixelteriyaki,40000
M♂NLY,40000
Sprocket Crash Games,40000
N.R. Burnette,40000
Lospi,40000
Pixelsplit,40000
Nicholas Lives,40000
Spytihněv,40000
NK CREATIV TEAM,40000
Nifty Tools UK,40000
Square Enix ,40000
Obumo Games,40000
MT Worlds,40000
Solecismic Software,40000
LB,40000
Incandescent Games,40000
Incandescent Workshop LLC,40000
Somerset Online Ltd,40000
"Naviworks Co.,Ltd.",40000
NAISU,40000
Joygo.Studio,40000
IO Games,40000
LunarCitySeven,40000
Joure Visser,40000
Killed Pixel Games,40000
Iced Lizard Games,40000
RMking,40000
Killer Bees Games,40000
"Space Wedgie, LLC",40000
INDIEPLAY,40000
INDIEGAMES.CN,40000
IMakeGames,40000
Omega Games,40000
Lucid Games Ltd,40000
Olivier LeClair,40000
Milkbag Games,40000
Showstorm Ltd,40000
Raconteur Games,40000
PlayStack,40000
Self-Published,40000
Space Bullet Dynamics Corporation,40000
RealityRig,40000
New Bridge Games,40000
Rad Codex,40000
Khor Chin Heong,40000
Luke O'Connor,40000
Ludo Land,40000
Playsnak,40000
"Player Of Music Technology Co.,Ltd",40000
IQ Publishing,40000
Ibrahim Indra Baskara,40000
QUIKIN Games,40000
Royal Polygon,40000
On The Level Game Studios,40000
Omnirift,40000
Olivier Archer,40000
Lucid Dream Studio,40000
Odooh Games,40000
I.E.D. Studios,40000
LAME Dimension,40000
Ignite VR,40000
Mikołaj Spychał,40000
Lantana Games,40000
QRA-CS,40000
Ruaz.404,40000
NickySwan,40000
Professor Why,40000
Seraphim Creations,40000
"LearnDistrict, Inc.",40000
Kyuppin,40000
"Offworld Games, LLC",40000
Red Cattus,40000
MAGES. Inc.,40000
Sabi Games,40000
Léo-Games,40000
Nick Everlith,40000
L&L Technology,40000
Roman Kozhukhov,40000
Souluted Games,40000
IKINA GAMES,40000
LucasGame,40000
Rooftop Panda,40000
ShotX Studio,40000
LuteGames,40000
RadiationBurn,40000
Ohayo Software,40000
MoyBatya,40000
Joshua Missile,40000
Lykke Studios,40000
Large Visible Machine,40000
Milan Matonok,40000
IBOLOGY LLC,40000
Kimmo Lahtinen,40000
Machine 22,40000
HongbinGame,40000
HoneyBeeSoftware,40000
Heekdevelopment,40000
Lizard Hazard Games,40000
Pirate Software,40000
OCP,40000
Pippala Games,40000
Nanali Studios,40000
Nyanko Gaming,40000
Pinta Studios,40000
Nyan_Fort,40000
Red Skald,40000
MyDreamForever_Old,40000
SAFING,40000
Second Avenue Learning,40000
Shinyuden,40000
Shardcien,40000
Headtrip Games llc,40000
LizardFactory,40000
Stelex Software,40000
Smoketree Studios,40000
Snail Games,40000
Hellride Games,40000
Loading Home,40000
Michael Jendryssek,40000
MagicK,40000
Magical Hackers,40000
Neobite Games,40000
S.A. DigiWorks,40000
Second Reality,40000
Kawaiisun Games,40000
InterServ International,40000
Sassybot,40000
HelixFox Games,40000
Puddledock Games,40000
Stein Bock Games,40000
Heliocentric Studios,40000
Justin Jimmo,40000
Panic Ensues Software,40000
"Pixel Barrage Entertainment, Inc.",40000
LU QI,40000
Havishamone Games,40000
Pillow Fight,40000
Sticky Rice Games,40000
Hatrabbit Entertainment,40000
RTWS,40000
Koker_007,40000
Pilgway,40000
Miaoyue Studio,40000
Post Mortem Pixels,40000
Potassium Frog Limited,40000
NVYVE® Studios,40000
Nuberu Games,40000
RandomSpin,40000
Potato Games,40000
ProjectorGames,40000
Riovox,40000
ShiinaYashiro,40000
Intropy Games,40000
Steven Taylor,40000
Headroom.one,40000
Muggle,40000
Stequer,40000
Numb Thumb Studios,40000
MoreFromIT Sp. z o.o.,40000
Little Smart Planet,40000
ShilohGames,40000
Questtracers,40000
Portal Studios,40000
Smash Game Studios,40000
Niko Kivilahti,40000
Maltakreuz,40000
Nuligine,40000
Jollyfish Games,40000
Smartmove,40000
PPC,40000
Stefan Preuss,40000
Kerberos Productions,40000
Sokolov Yaroslav Vladimirovich,40000
Oblion Studio,40000
Mad Mimic,40000
Pixel Maniacs,40000
MixedBag Srl,40000
Hitbear Studio,40000
Mr. Sam Atlas,40000
Owlgorithm LLC,40000
Indispensable Studios,40000
MoFunZone Inc,40000
Software Wolf,40000
Naps Team,40000
Look At My Game,40000
Mad Vulture Games,40000
Rusto,40000
Kain Swartzbaugh,40000
Holgersson Entertainment,40000
NAPE GAMES,40000
Night Whale,40000
MythicOwl,40000
Outgunned Games,40000
Outlaw,40000
Red Mount Media,40000
Stand Off Software,40000
Jord&Eld,40000
Joni Bäckström,40000
Sol Bot Studios,40000
Kurisu no Patto,40000
Shard Real,40000
Kurenaibook,40000
StaplesVR,40000
SergioPoverony,40000
Psyop,40000
Stapleton,40000
IndieRevo,40000
OxPrimeStudio,40000
Jonathan Bartram,40000
Mykel Flynn,40000
Logic tree,40000
Myoubouh Corp,40000
Innerspace VR,40000
Steedie,40000
Mobsoftware,40000
Innuendo Squad Studios,40000
Steel Arts,40000
Magic Item Tech,40000
Kleo Landena,40000
PITAYA NETWORK LIMITED,40000
Pixel Edge Games,40000
Michael McCartney,40000
Locomotivah,40000
Nano Games,40000
Riveted Games,40000
Magic VR,40000
Inner World Games,40000
Jonas Kyratzes,40000
Ryan Bissonnette,40000
Magenta Factory,40000
Polymorphic Games,40000
Red Phoenix Studios,40000
Madbox Entertainment,40000
Mostly Harmless Games,40000
RobProductions,40000
Pixel Fyzz,40000
Static City Games,40000
Lohsoft,40000
Mafu Games,40000
Snowdrop Lab,40000
Ryan Silberman,40000
Red River Studio,40000
ONEVISION GAMES,40000
Station 437,40000
Snowdon Games,40000
"Shandong Jerei Digital Technology Co.,LTD.",40000
Team Jolly Roger,40000
Eathrabaria,40000
Fedorov Ilya & Andrew Konovalov,40000
Alpheratz*,40000
Bolder Games,40000
Fever Dream Gameworks,40000
YOX-Project,40000
Bogemic Games,40000
"oeFun, Inc.",40000
Fellowplayer,40000
Yak Studios LLC,40000
Bluish-Green Games Inc.,40000
AlyStudio,40000
